age,job,marital,education,default,balance,rentown,repairplan,contact,plannum,months,devices,poutcome,bresponse
24,services,married,tertiary,no,0,own,no,unknown,27,299,1,unknown,0
29,unemployed,married,secondary,no,596,rent,no,cellular,30,510,1,unknown,0
54,blue-collar,married,secondary,no,2059,own,no,cellular,25,177,1,unknown,0
27,admin.,married,secondary,no,132,rent,no,cellular,13,123,1,unknown,0
34,management,married,secondary,no,0,rent,no,cellular,2,270,1,unknown,0
39,blue-collar,married,primary,no,385,own,no,unknown,16,225,1,unknown,0
38,management,married,tertiary,no,223,rent,no,cellular,28,63,1,unknown,0
37,management,married,tertiary,no,0,own,no,unknown,3,247,1,unknown,0
26,services,single,secondary,no,512,own,yes,cellular,30,206,4,failure,0
36,entrepreneur,married,tertiary,no,1169,own,no,unknown,6,168,1,unknown,0
35,management,single,tertiary,no,71,own,no,unknown,21,836,1,unknown,0
30,management,single,tertiary,no,940,rent,no,cellular,8,131,1,unknown,0
25,technician,single,secondary,no,-80,own,yes,unknown,3,89,1,unknown,0
34,technician,married,secondary,no,0,own,no,cellular,29,116,1,unknown,0
52,unknown,married,unknown,no,1317,rent,no,unknown,12,58,1,unknown,0
39,admin.,married,secondary,no,179,rent,no,unknown,6,36,1,unknown,0
34,management,married,secondary,no,1007,own,no,cellular,21,240,1,unknown,0
34,management,single,secondary,no,0,rent,no,cellular,22,132,1,unknown,0
30,services,married,secondary,no,1286,own,yes,cellular,17,544,1,unknown,0
33,services,married,secondary,no,804,own,yes,unknown,8,266,1,unknown,0
30,student,single,secondary,no,4,rent,no,cellular,4,443,1,unknown,0
51,blue-collar,married,primary,no,0,own,no,cellular,10,324,1,unknown,0
36,services,single,secondary,no,417,own,no,cellular,6,15,4,failure,0
48,blue-collar,married,primary,no,1678,rent,no,cellular,28,263,1,unknown,0
37,services,divorced,secondary,no,532,own,no,unknown,11,199,1,unknown,0
58,management,married,secondary,no,407,own,no,cellular,29,145,1,unknown,0
56,management,divorced,tertiary,no,659,rent,yes,cellular,2,56,1,unknown,0
34,blue-collar,married,secondary,no,393,own,no,cellular,5,11,1,unknown,0
33,admin.,divorced,secondary,no,661,own,no,cellular,18,411,3,other,0
26,services,single,secondary,no,0,rent,no,cellular,29,165,1,unknown,0
40,management,single,unknown,no,838,own,no,unknown,12,619,1,unknown,0
35,services,married,secondary,no,195,own,no,cellular,17,203,1,unknown,0
45,entrepreneur,married,secondary,no,68,own,no,unknown,7,254,1,unknown,0
37,technician,single,secondary,no,-242,own,no,cellular,13,1149,1,unknown,1
35,management,divorced,tertiary,no,321,own,no,unknown,9,189,1,unknown,0
43,services,single,secondary,no,3403,own,no,cellular,12,707,3,success,1
28,blue-collar,married,secondary,no,8,own,no,cellular,15,196,1,unknown,0
32,blue-collar,divorced,secondary,no,739,own,no,unknown,9,171,1,unknown,0
26,unemployed,single,secondary,no,622,rent,no,cellular,28,1451,1,unknown,1
35,services,married,secondary,no,152,own,no,unknown,2,563,1,unknown,1
35,technician,single,secondary,no,2,rent,no,cellular,11,239,1,unknown,0
39,blue-collar,married,secondary,no,1439,own,no,telephone,28,73,1,unknown,0
42,blue-collar,divorced,secondary,no,1491,own,no,cellular,6,203,3,failure,0
32,technician,single,secondary,no,6402,own,no,cellular,6,158,2,success,0
30,unemployed,married,secondary,no,1210,rent,no,cellular,9,100,1,unknown,0
26,management,single,tertiary,no,122,rent,yes,cellular,8,160,1,unknown,0
30,student,single,secondary,no,0,own,no,cellular,19,661,1,unknown,0
32,management,married,tertiary,no,62,own,no,cellular,14,166,1,unknown,0
47,services,married,secondary,no,3333,own,yes,cellular,29,114,1,unknown,0
33,technician,married,tertiary,no,16992,own,no,unknown,29,58,1,unknown,0
57,blue-collar,married,primary,no,23,own,no,telephone,31,25,1,unknown,0
35,admin.,married,secondary,no,0,own,no,cellular,7,121,1,unknown,0
53,technician,married,tertiary,no,6072,rent,yes,unknown,16,226,1,unknown,0
24,retired,single,secondary,no,366,rent,yes,unknown,16,234,1,unknown,0
54,management,divorced,tertiary,no,0,rent,yes,cellular,10,88,1,unknown,0
31,management,married,tertiary,no,1343,own,yes,unknown,21,85,1,unknown,0
41,entrepreneur,married,secondary,no,2105,own,no,cellular,18,134,1,unknown,0
44,unknown,married,secondary,no,2319,rent,no,cellular,4,251,1,unknown,0
35,services,single,secondary,no,35,own,no,cellular,14,152,1,unknown,0
30,management,married,tertiary,no,877,rent,no,cellular,13,202,6,failure,0
43,blue-collar,single,primary,no,30,own,no,unknown,30,379,1,unknown,0
51,entrepreneur,married,secondary,yes,-2082,rent,yes,cellular,28,123,1,unknown,0
60,retired,married,secondary,no,89,rent,no,cellular,30,156,1,unknown,0
43,self-employed,married,secondary,no,104,rent,no,unknown,17,332,1,unknown,0
31,management,married,tertiary,no,1750,own,no,telephone,14,90,1,unknown,0
56,management,married,primary,no,772,own,no,telephone,20,291,1,unknown,0
42,technician,married,secondary,no,1048,own,no,telephone,6,23,1,unknown,0
52,entrepreneur,married,primary,no,592,rent,no,cellular,21,122,1,unknown,0
40,technician,married,secondary,no,0,own,yes,cellular,26,105,2,failure,0
36,services,married,secondary,no,3064,own,no,telephone,11,1143,1,unknown,0
40,services,married,primary,no,33,rent,no,unknown,26,70,1,unknown,0
46,blue-collar,married,secondary,no,0,own,no,cellular,8,264,1,unknown,0
32,admin.,single,secondary,no,1649,rent,no,cellular,27,204,1,unknown,0
31,housemaid,single,tertiary,no,287,own,no,cellular,19,182,1,unknown,0
41,technician,divorced,secondary,no,0,own,no,cellular,17,386,1,unknown,0
58,housemaid,married,primary,no,419,rent,yes,unknown,5,295,1,unknown,0
36,services,married,secondary,no,257,own,no,cellular,12,86,1,unknown,0
52,technician,married,secondary,no,118,rent,no,cellular,28,16,1,unknown,0
42,management,married,tertiary,no,251,rent,no,cellular,20,413,1,unknown,0
32,management,single,tertiary,no,1731,own,yes,unknown,29,323,1,unknown,0
62,management,married,tertiary,no,0,rent,no,cellular,13,78,1,unknown,0
31,technician,single,tertiary,no,23,rent,no,cellular,25,121,1,unknown,0
41,blue-collar,single,secondary,yes,-386,rent,yes,cellular,20,477,1,unknown,1
34,self-employed,married,tertiary,no,5498,rent,no,cellular,19,265,1,unknown,0
44,management,single,tertiary,no,5063,rent,no,cellular,27,418,1,unknown,1
42,blue-collar,married,primary,no,7041,own,no,cellular,28,386,1,unknown,0
37,entrepreneur,single,secondary,no,654,rent,no,unknown,19,594,1,unknown,0
47,management,married,tertiary,no,1890,rent,no,cellular,8,161,1,unknown,0
32,unemployed,married,secondary,no,2400,own,yes,cellular,5,450,1,unknown,0
46,blue-collar,married,secondary,no,519,own,no,cellular,25,217,1,unknown,0
39,technician,single,tertiary,no,1190,rent,no,cellular,8,136,1,unknown,0
28,services,single,secondary,no,229,own,no,unknown,9,322,1,unknown,0
26,student,single,secondary,no,203,rent,no,cellular,16,104,2,failure,0
52,technician,married,secondary,no,1818,rent,yes,cellular,17,189,5,failure,0
42,unemployed,married,secondary,no,1289,rent,no,cellular,15,250,3,failure,1
33,technician,divorced,tertiary,no,39,rent,no,cellular,19,123,1,unknown,0
73,retired,married,primary,no,796,rent,no,cellular,23,427,3,failure,1
35,admin.,single,secondary,no,57,rent,yes,cellular,8,632,1,unknown,0
40,management,married,tertiary,no,1548,own,no,cellular,13,101,1,unknown,0
51,technician,married,secondary,no,117,rent,no,cellular,24,467,5,other,1
37,admin.,single,secondary,no,0,own,no,cellular,16,640,1,unknown,0
39,management,married,tertiary,no,691,own,yes,cellular,16,517,2,failure,0
28,blue-collar,married,secondary,no,64,own,no,unknown,13,160,1,unknown,0
49,technician,divorced,tertiary,no,0,own,no,cellular,12,177,1,unknown,0
36,admin.,married,secondary,no,957,own,no,unknown,21,206,1,unknown,0
45,technician,married,secondary,no,118,own,no,unknown,7,208,1,unknown,0
29,technician,single,tertiary,no,218,own,no,cellular,12,169,1,unknown,0
35,management,married,secondary,no,724,own,no,cellular,14,287,2,failure,1
35,housemaid,married,tertiary,no,20,own,yes,cellular,17,505,1,unknown,0
30,blue-collar,married,secondary,no,-28,own,no,cellular,18,284,2,failure,0
46,blue-collar,married,primary,no,665,rent,no,cellular,30,89,3,failure,0
25,student,single,tertiary,no,5,rent,no,cellular,29,138,1,unknown,0
36,management,married,tertiary,no,925,rent,no,cellular,14,321,5,success,1
42,blue-collar,married,primary,no,2519,own,no,unknown,15,262,1,unknown,0
57,admin.,married,secondary,no,3927,rent,no,cellular,13,61,1,unknown,0
42,management,divorced,tertiary,no,401,own,no,cellular,24,217,1,unknown,0
29,management,married,tertiary,no,581,own,yes,cellular,14,192,1,unknown,0
36,technician,married,tertiary,no,1327,rent,no,cellular,29,174,1,unknown,0
31,unemployed,married,secondary,no,3242,rent,no,unknown,25,292,1,unknown,0
59,technician,married,primary,no,3163,own,no,unknown,29,240,1,unknown,0
50,unemployed,divorced,secondary,no,32,rent,no,cellular,4,282,1,unknown,0
47,admin.,married,secondary,no,310,own,yes,telephone,14,128,1,unknown,0
46,housemaid,married,primary,no,0,rent,no,telephone,2,161,1,unknown,0
26,blue-collar,single,primary,no,155,own,no,cellular,29,291,5,failure,0
31,services,single,secondary,no,11386,own,no,cellular,20,356,1,unknown,0
30,services,married,tertiary,no,1380,own,no,unknown,21,294,1,unknown,0
47,blue-collar,single,unknown,no,2443,rent,no,unknown,18,422,1,unknown,0
23,technician,single,tertiary,no,1129,own,no,unknown,28,806,1,unknown,1
44,unemployed,single,primary,no,4232,rent,no,unknown,16,227,1,unknown,0
42,self-employed,married,secondary,no,5564,rent,no,cellular,17,560,1,unknown,0
32,services,single,secondary,no,-402,own,no,cellular,17,135,1,unknown,0
28,admin.,single,secondary,no,1323,own,no,unknown,3,361,1,unknown,0
57,retired,married,primary,no,1623,own,yes,cellular,18,246,1,unknown,0
38,technician,married,tertiary,no,1042,own,no,cellular,4,419,1,unknown,0
22,student,single,secondary,no,2488,rent,no,cellular,8,449,11,other,1
54,admin.,married,secondary,no,865,own,no,cellular,17,71,1,unknown,0
32,technician,married,tertiary,no,-1053,own,no,cellular,21,357,1,unknown,0
32,management,married,tertiary,no,1667,own,no,cellular,18,164,4,failure,0
59,admin.,divorced,secondary,no,975,own,no,unknown,15,263,1,unknown,0
45,technician,married,secondary,no,2571,rent,no,unknown,18,146,1,unknown,0
53,unknown,married,primary,no,732,rent,no,cellular,27,759,1,unknown,1
50,admin.,divorced,secondary,no,769,rent,no,cellular,28,72,5,failure,0
34,technician,married,secondary,no,-136,own,yes,cellular,12,131,1,unknown,0
35,admin.,divorced,secondary,no,3636,rent,yes,cellular,21,808,1,unknown,1
30,management,married,tertiary,no,931,rent,no,cellular,17,1183,1,unknown,0
62,housemaid,married,secondary,no,565,rent,no,cellular,4,123,1,unknown,0
40,blue-collar,married,secondary,no,271,own,no,unknown,29,483,1,unknown,0
26,self-employed,single,tertiary,no,1153,rent,no,cellular,4,238,1,unknown,0
34,management,married,tertiary,no,-73,own,no,cellular,11,90,1,unknown,0
50,unknown,married,unknown,no,558,rent,no,cellular,9,464,7,failure,1
31,unknown,divorced,tertiary,no,137,rent,no,cellular,22,385,1,unknown,0
35,technician,married,secondary,no,700,own,no,unknown,23,240,1,unknown,0
55,retired,married,primary,no,-966,rent,yes,cellular,14,104,1,unknown,0
34,admin.,married,secondary,no,96,rent,no,cellular,29,109,1,unknown,0
58,retired,married,primary,no,4007,rent,no,cellular,30,598,1,unknown,0
50,management,single,tertiary,no,567,own,no,unknown,16,274,1,unknown,0
31,technician,single,secondary,no,40,rent,no,cellular,7,123,1,unknown,0
47,admin.,divorced,secondary,no,136,rent,yes,cellular,23,70,1,unknown,0
38,self-employed,single,tertiary,no,917,own,no,unknown,23,260,1,unknown,0
46,management,single,tertiary,no,593,own,no,cellular,29,190,1,unknown,0
42,blue-collar,married,primary,no,505,own,no,unknown,14,521,1,unknown,0
34,blue-collar,married,secondary,no,2542,own,no,cellular,14,228,1,unknown,0
37,management,married,tertiary,no,5355,rent,no,telephone,17,466,1,unknown,1
38,student,single,tertiary,no,807,rent,no,cellular,27,74,1,unknown,0
59,retired,married,secondary,no,9976,own,no,unknown,29,57,1,unknown,0
32,admin.,married,secondary,no,0,rent,no,cellular,30,119,1,unknown,0
55,management,married,tertiary,no,540,rent,no,cellular,19,124,1,unknown,0
35,blue-collar,married,secondary,no,280,own,yes,cellular,31,65,1,unknown,0
56,management,divorced,tertiary,no,-59,rent,yes,cellular,28,127,1,unknown,0
27,admin.,married,secondary,yes,-517,own,no,cellular,14,172,1,unknown,0
42,unemployed,single,secondary,no,2613,own,no,cellular,30,174,1,unknown,0
42,student,married,unknown,no,-7,rent,no,telephone,31,41,1,unknown,0
41,blue-collar,married,primary,no,0,own,no,unknown,30,232,1,unknown,0
53,retired,divorced,secondary,yes,-200,rent,yes,unknown,6,161,1,unknown,0
67,retired,married,primary,no,2301,rent,no,cellular,16,124,1,unknown,0
53,housemaid,married,primary,no,104,rent,yes,unknown,5,701,1,unknown,1
33,blue-collar,married,primary,no,191,own,no,unknown,9,162,1,unknown,0
31,technician,single,unknown,no,694,own,no,unknown,6,431,1,unknown,0
31,admin.,married,secondary,no,212,own,no,cellular,18,191,1,unknown,0
30,management,married,tertiary,no,1882,own,no,cellular,11,249,1,unknown,0
48,blue-collar,married,unknown,no,131,own,no,unknown,6,189,1,unknown,0
30,technician,single,secondary,no,175,rent,no,cellular,25,167,1,unknown,0
43,technician,single,tertiary,yes,0,rent,no,cellular,29,73,1,unknown,0
38,management,divorced,tertiary,no,4425,own,no,unknown,30,162,1,unknown,0
46,unemployed,married,secondary,no,3533,own,no,cellular,12,235,1,unknown,0
59,blue-collar,divorced,secondary,no,3573,rent,no,cellular,15,44,1,unknown,0
44,management,divorced,tertiary,no,476,own,yes,unknown,26,127,1,unknown,0
35,blue-collar,married,secondary,no,1257,own,no,cellular,20,93,8,failure,0
55,blue-collar,married,unknown,no,23,rent,no,cellular,30,143,4,other,0
39,management,single,tertiary,no,0,own,no,cellular,16,81,1,unknown,0
36,services,single,secondary,no,398,own,yes,unknown,17,77,1,unknown,0
33,blue-collar,married,secondary,no,745,own,no,unknown,23,115,1,unknown,0
48,management,single,tertiary,no,8106,rent,no,unknown,17,125,4,failure,0
33,management,single,tertiary,no,0,rent,no,cellular,19,53,1,unknown,0
67,retired,married,unknown,no,696,rent,no,telephone,4,77,1,unknown,0
48,unemployed,divorced,secondary,no,1266,own,no,telephone,3,45,1,unknown,0
57,management,married,tertiary,no,2416,rent,no,cellular,11,74,1,unknown,0
31,housemaid,married,primary,no,25,rent,no,cellular,21,169,1,unknown,0
30,student,single,tertiary,no,7513,rent,no,cellular,11,269,1,unknown,0
56,entrepreneur,divorced,primary,no,29,rent,no,cellular,29,52,2,failure,0
26,blue-collar,married,primary,no,5116,own,no,cellular,22,246,1,unknown,0
44,management,married,secondary,no,-1746,own,no,unknown,20,218,1,unknown,0
44,technician,divorced,secondary,no,14,rent,no,cellular,13,167,2,success,1
31,management,married,tertiary,no,4148,own,no,cellular,21,316,10,other,1
47,self-employed,married,unknown,no,14,own,no,cellular,15,142,1,unknown,0
30,admin.,single,secondary,no,105,own,no,cellular,21,75,1,unknown,0
37,management,married,tertiary,no,767,rent,yes,cellular,2,204,1,unknown,0
56,admin.,divorced,primary,no,0,rent,yes,cellular,10,542,1,unknown,0
43,management,single,secondary,no,-228,own,yes,unknown,16,122,1,unknown,0
42,services,married,secondary,no,508,own,no,unknown,30,70,1,unknown,0
60,management,married,secondary,no,725,own,no,cellular,8,266,1,unknown,0
34,blue-collar,married,unknown,no,41,own,no,cellular,6,34,1,unknown,0
34,management,single,tertiary,no,184,rent,no,cellular,22,203,1,unknown,0
41,management,married,tertiary,no,251,rent,yes,unknown,6,85,1,unknown,0
38,management,divorced,secondary,no,-17,rent,no,cellular,21,11,1,unknown,0
23,services,married,secondary,no,-19,own,no,unknown,20,13,1,unknown,0
33,management,married,tertiary,no,1064,own,no,cellular,13,562,1,unknown,1
36,blue-collar,married,secondary,no,777,own,no,cellular,6,185,1,unknown,0
49,unemployed,married,tertiary,no,377,rent,no,cellular,22,158,3,failure,0
34,admin.,divorced,secondary,no,479,own,no,cellular,12,515,6,failure,1
40,technician,divorced,secondary,no,-375,own,no,cellular,13,60,1,unknown,0
72,retired,married,primary,no,796,rent,no,cellular,24,173,1,unknown,0
43,technician,married,secondary,no,17,own,no,unknown,16,353,1,unknown,0
44,blue-collar,married,secondary,no,1071,own,no,cellular,11,143,2,failure,0
35,admin.,married,secondary,no,0,own,no,cellular,20,18,1,unknown,0
46,admin.,divorced,secondary,no,7378,rent,no,cellular,18,466,1,unknown,0
55,admin.,married,secondary,no,865,own,no,cellular,17,85,2,failure,0
50,technician,divorced,secondary,no,-701,own,yes,cellular,24,148,1,unknown,0
23,blue-collar,single,unknown,no,817,own,no,cellular,18,123,1,unknown,0
34,student,married,unknown,no,1387,rent,no,cellular,30,121,1,unknown,0
40,blue-collar,married,secondary,no,0,own,yes,unknown,29,245,1,unknown,0
61,retired,married,secondary,no,2917,rent,no,cellular,6,215,1,unknown,1
53,technician,married,secondary,no,4541,own,no,unknown,15,190,1,unknown,0
57,technician,married,secondary,no,0,rent,no,unknown,13,44,1,unknown,0
28,blue-collar,married,secondary,no,4287,rent,no,cellular,30,171,1,unknown,0
25,admin.,married,secondary,no,242,own,no,cellular,30,62,1,unknown,0
38,blue-collar,married,secondary,no,171,own,yes,unknown,20,172,1,unknown,0
27,services,single,secondary,no,259,own,no,unknown,23,78,1,unknown,0
45,blue-collar,married,secondary,no,827,own,no,unknown,15,319,1,unknown,0
31,services,single,secondary,no,469,rent,yes,cellular,2,111,1,unknown,0
39,blue-collar,married,primary,no,2226,own,no,unknown,6,158,1,unknown,0
42,technician,married,secondary,no,0,rent,no,cellular,29,82,1,unknown,0
46,management,married,tertiary,no,477,own,no,unknown,20,128,1,unknown,0
36,services,married,secondary,no,42,own,no,unknown,8,102,1,unknown,0
30,management,single,tertiary,no,775,own,no,unknown,16,124,1,unknown,0
32,blue-collar,married,secondary,no,9,own,no,cellular,17,334,1,unknown,0
52,technician,married,tertiary,no,2557,rent,no,cellular,28,134,3,success,1
31,management,married,tertiary,no,2395,rent,no,cellular,27,218,1,unknown,0
60,management,married,primary,no,4895,rent,no,unknown,9,313,1,unknown,0
35,blue-collar,single,secondary,no,376,own,yes,unknown,6,207,1,unknown,0
38,management,married,tertiary,no,389,own,no,unknown,6,262,1,unknown,0
46,management,divorced,tertiary,no,134,rent,no,cellular,19,134,1,unknown,0
45,entrepreneur,divorced,tertiary,no,1273,own,yes,unknown,11,197,1,unknown,0
59,services,married,secondary,no,0,own,no,cellular,12,214,1,unknown,0
34,management,married,tertiary,no,2892,own,yes,cellular,30,1165,1,unknown,0
33,technician,divorced,secondary,no,0,own,no,cellular,7,177,1,unknown,0
46,management,single,secondary,no,295,own,no,unknown,23,141,1,unknown,0
48,admin.,married,secondary,no,292,own,yes,cellular,29,164,1,unknown,0
31,services,single,secondary,no,85,rent,no,cellular,16,151,1,unknown,0
32,technician,married,secondary,no,4,rent,no,cellular,4,145,5,failure,0
35,blue-collar,divorced,primary,no,-587,own,no,unknown,26,111,1,unknown,0
36,blue-collar,single,primary,no,367,rent,no,cellular,2,217,2,failure,0
52,management,married,tertiary,no,-1224,own,no,cellular,7,253,1,unknown,0
45,management,divorced,tertiary,no,959,rent,no,unknown,18,74,1,unknown,0
34,management,married,tertiary,no,0,rent,no,cellular,20,263,1,unknown,0
25,blue-collar,married,primary,yes,-589,own,no,unknown,3,233,1,unknown,0
26,management,single,tertiary,no,-8,rent,no,cellular,13,402,1,unknown,0
57,management,married,unknown,no,0,rent,no,cellular,30,585,1,unknown,0
48,management,married,primary,no,247,own,yes,unknown,14,145,1,unknown,0
48,technician,married,unknown,no,5543,rent,no,unknown,16,143,1,unknown,0
32,blue-collar,married,primary,no,642,rent,yes,cellular,8,524,1,unknown,0
58,retired,married,secondary,no,11,rent,no,cellular,11,270,1,unknown,0
57,management,married,primary,no,-226,own,no,unknown,4,272,1,unknown,0
31,entrepreneur,married,tertiary,no,5191,rent,no,cellular,20,187,1,unknown,0
33,blue-collar,single,secondary,no,-320,rent,no,cellular,18,268,1,unknown,0
53,entrepreneur,married,tertiary,no,2289,own,yes,cellular,17,183,1,unknown,0
36,admin.,married,secondary,no,725,own,no,cellular,27,123,9,failure,0
32,technician,single,tertiary,no,705,own,no,cellular,20,20,1,unknown,0
45,blue-collar,married,secondary,no,776,own,no,cellular,6,232,2,failure,0
35,unemployed,married,tertiary,no,816,own,no,cellular,19,547,1,unknown,0
41,services,married,secondary,no,171,rent,no,cellular,21,71,1,unknown,0
54,services,married,secondary,no,812,rent,no,cellular,31,113,1,unknown,0
49,services,married,secondary,no,823,rent,no,cellular,8,780,1,unknown,1
28,technician,single,secondary,no,1453,own,no,cellular,12,246,2,other,0
24,blue-collar,single,unknown,no,431,own,no,unknown,3,108,1,unknown,0
30,admin.,single,secondary,no,1009,own,no,cellular,29,253,1,unknown,0
32,self-employed,married,primary,no,286,own,no,cellular,6,175,1,unknown,0
53,entrepreneur,married,tertiary,no,22370,own,no,unknown,15,106,1,unknown,0
42,blue-collar,married,primary,no,2111,own,no,cellular,7,86,1,unknown,0
48,blue-collar,married,primary,no,5366,own,no,unknown,21,248,1,unknown,0
33,technician,married,secondary,no,181,own,yes,telephone,28,265,1,unknown,0
31,blue-collar,divorced,secondary,no,-452,own,no,unknown,26,182,1,unknown,0
56,unemployed,divorced,primary,no,1770,rent,no,cellular,5,916,1,unknown,0
58,retired,married,primary,no,0,rent,no,cellular,4,506,1,unknown,0
37,admin.,single,secondary,no,-296,own,no,cellular,20,81,1,unknown,0
59,management,married,primary,no,2358,own,no,cellular,17,30,1,unknown,0
50,management,single,tertiary,no,1200,rent,no,cellular,14,904,1,unknown,1
39,housemaid,single,primary,no,109,own,no,unknown,6,699,1,unknown,0
30,technician,married,secondary,no,616,own,no,cellular,6,19,1,unknown,0
47,services,divorced,secondary,no,4906,own,no,unknown,14,389,1,unknown,0
44,self-employed,married,secondary,no,313,rent,no,cellular,6,211,1,unknown,0
38,blue-collar,married,primary,no,290,own,no,cellular,16,283,1,unknown,0
50,management,married,tertiary,no,1240,rent,no,cellular,12,474,1,unknown,0
27,admin.,single,tertiary,no,3672,own,no,cellular,15,157,6,failure,0
73,retired,married,secondary,no,19,rent,no,cellular,5,509,1,unknown,0
46,blue-collar,married,primary,no,143,own,no,unknown,7,279,1,unknown,0
56,retired,divorced,secondary,no,212,rent,yes,telephone,17,27,1,unknown,0
36,management,married,tertiary,no,9,rent,no,cellular,11,386,1,unknown,1
33,blue-collar,married,primary,no,3074,rent,no,cellular,18,679,1,unknown,0
40,management,married,tertiary,no,1734,own,no,unknown,2,169,1,unknown,0
52,management,married,tertiary,no,575,rent,no,unknown,3,315,1,unknown,0
51,blue-collar,married,secondary,no,397,own,no,cellular,20,293,1,unknown,0
33,blue-collar,married,secondary,no,640,own,no,cellular,3,439,1,unknown,0
54,services,married,secondary,no,158,own,no,unknown,19,198,1,unknown,0
44,management,married,secondary,no,2984,own,no,unknown,15,770,1,unknown,0
50,entrepreneur,married,secondary,no,1011,own,no,telephone,30,340,1,unknown,0
45,blue-collar,single,secondary,no,0,own,no,cellular,26,1472,5,failure,1
36,management,married,tertiary,no,1133,own,no,cellular,4,293,3,other,1
42,technician,married,secondary,no,4945,own,no,cellular,2,311,1,unknown,1
37,technician,married,secondary,no,712,own,no,cellular,18,291,1,unknown,0
28,services,single,secondary,no,-427,own,yes,unknown,21,965,1,unknown,0
56,admin.,married,secondary,no,2146,rent,yes,unknown,9,594,1,unknown,0
59,admin.,married,secondary,no,92,own,no,cellular,12,139,2,failure,0
32,unemployed,married,secondary,no,10,own,no,unknown,6,501,1,unknown,0
57,retired,married,primary,no,1238,own,no,cellular,15,274,1,unknown,0
49,admin.,single,secondary,no,981,own,no,telephone,21,10,1,unknown,0
56,entrepreneur,married,unknown,no,575,rent,no,unknown,20,18,1,unknown,0
48,admin.,divorced,unknown,no,-70,rent,no,cellular,14,243,1,unknown,0
27,student,single,tertiary,no,3733,own,no,cellular,22,198,7,success,1
31,management,single,tertiary,no,574,own,no,cellular,16,410,1,unknown,0
28,blue-collar,single,secondary,no,43,rent,no,unknown,19,190,1,unknown,0
36,management,married,tertiary,no,428,rent,no,unknown,28,121,1,unknown,0
58,housemaid,married,primary,no,0,own,no,telephone,9,148,1,unknown,0
46,admin.,married,secondary,no,0,own,yes,cellular,20,239,3,failure,0
32,management,single,tertiary,no,474,own,no,cellular,7,90,1,unknown,0
39,services,married,secondary,no,-540,rent,no,unknown,6,29,1,unknown,0
35,self-employed,married,tertiary,no,560,own,no,cellular,2,58,2,failure,0
31,management,married,tertiary,no,325,own,no,cellular,18,1139,1,unknown,1
29,management,single,tertiary,no,437,rent,no,cellular,5,504,2,success,1
48,blue-collar,married,primary,no,574,rent,no,cellular,5,348,1,unknown,0
60,retired,married,primary,no,0,rent,no,telephone,30,130,1,unknown,0
74,retired,married,secondary,no,935,rent,no,cellular,26,100,2,other,0
30,services,married,secondary,no,699,own,no,unknown,29,544,1,unknown,0
52,admin.,single,primary,no,0,rent,no,unknown,19,182,1,unknown,0
24,blue-collar,married,secondary,no,-220,own,no,cellular,2,90,1,unknown,0
29,services,married,secondary,no,11417,own,no,unknown,28,272,1,unknown,0
33,housemaid,married,primary,no,212,own,no,cellular,11,260,1,unknown,0
34,blue-collar,married,secondary,no,67,own,yes,unknown,8,672,1,unknown,0
45,admin.,divorced,secondary,no,0,rent,no,cellular,29,264,1,unknown,1
31,blue-collar,married,secondary,no,0,rent,yes,telephone,15,275,1,unknown,0
45,technician,married,secondary,no,1673,rent,no,cellular,23,76,1,unknown,0
27,services,married,secondary,no,-1202,own,no,unknown,4,749,1,unknown,0
30,management,single,tertiary,no,4213,rent,no,cellular,25,142,1,unknown,0
45,blue-collar,married,primary,no,0,rent,no,cellular,26,454,1,unknown,0
57,blue-collar,married,secondary,no,1521,own,yes,cellular,18,102,6,failure,0
34,management,married,tertiary,no,1310,rent,no,telephone,30,521,8,other,0
40,admin.,married,secondary,no,0,own,yes,cellular,17,57,1,unknown,0
39,management,married,tertiary,no,399,rent,no,cellular,9,504,1,unknown,0
46,technician,married,tertiary,no,405,rent,no,cellular,11,138,1,unknown,0
55,management,divorced,tertiary,no,9756,own,no,cellular,5,103,2,other,1
25,management,single,tertiary,no,2506,rent,no,cellular,17,485,1,unknown,1
34,management,married,tertiary,no,697,rent,no,cellular,5,166,1,unknown,0
37,blue-collar,married,primary,no,403,own,no,cellular,8,318,2,success,0
64,retired,divorced,tertiary,no,890,rent,no,cellular,3,531,1,unknown,0
45,technician,divorced,secondary,no,809,own,no,cellular,13,155,5,failure,0
57,housemaid,married,secondary,no,158,own,no,telephone,10,73,1,unknown,0
21,student,single,unknown,no,137,own,no,unknown,12,198,1,unknown,0
58,housemaid,married,secondary,no,2705,rent,no,telephone,14,137,1,unknown,0
41,blue-collar,single,secondary,no,75,own,no,unknown,1,479,1,unknown,1
41,management,married,unknown,no,2457,own,no,unknown,9,285,1,unknown,0
58,management,married,tertiary,no,541,own,no,cellular,8,98,1,unknown,0
33,management,married,tertiary,no,287,own,no,cellular,15,199,4,other,0
32,management,married,tertiary,no,273,own,yes,cellular,18,97,1,unknown,0
44,services,divorced,secondary,no,0,own,no,unknown,4,389,1,unknown,0
47,unknown,married,unknown,no,677,rent,no,cellular,7,384,5,success,0
41,self-employed,married,primary,no,340,rent,no,unknown,6,37,1,unknown,0
54,technician,married,tertiary,no,98,rent,no,cellular,8,420,1,unknown,0
47,technician,divorced,tertiary,no,477,own,no,telephone,7,973,2,failure,0
